ip,eventtimestamp,devicetype,event_type,product_type,userid,globalseq,prevglobalseq
66.249.1.22,1661891660484,computer,product_detail,cell phones,17769464,3061879,3061878
66.249.1.22,1661891660484,computer,add_to_cart,cell phones,17769464,3061880,3061879
66.249.1.22,1661891660484,computer,remove_from_cart,cell phones,17769464,3061881,3061880
66.249.1.22,1661891660484,computer,,,17769464,3061882,3061881
66.249.1.149,1661891660598,computer,home_page,N/A,17770086,3061883,3061720
66.249.1.149,1661891660598,computer,product_catalog,N/A,17770086,3061884,3061883
66.249.1.149,1661891660598,computer,home_page,N/A,17770086,3061885,3061884
66.249.1.149,1661891660598,computer,product_catalog,N/A,17770086,3061886,3061885
66.249.1.149,1661891660598,computer,home_page,N/A,17770086,3061887,3061886
66.249.1.149,1661891660598,computer,product_catalog,N/A,17770086,3061888,3061887
66.249.1.149,1661891660598,computer,home_page,N/A,17770086,3061889,3061888
66.249.1.149,1661891660598,computer,product_catalog,N/A,17770086,3061890,3061889
66.249.1.149,1661891660598,computer,home_page,N/A,17770086,3061891,3061890
66.249.1.149,1661891660598,computer,product_catalog,N/A,17770086,3061892,3061891
66.249.1.149,1661891660598,computer,home_page,N/A,17770086,3061893,3061892
66.249.1.149,1661891660598,computer,product_catalog,N/A,17770086,3061894,3061893
66.249.1.149,1661891660598,computer,home_page,N/A,17770086,3061895,3061894
66.249.1.149,1661891660598,computer,product_catalog,N/A,17770086,3061896,3061895
66.249.1.149,1661891660598,computer,home_page,N/A,17770086,3061897,3061896
66.249.1.149,1661891660598,computer,product_catalog,N/A,17770086,3061898,3061897
66.249.1.149,1661891660598,computer,home_page,N/A,17770086,3061899,3061898
66.249.1.149,1661891660598,computer,product_catalog,N/A,17770086,3061900,3061899
66.249.1.149,1661891660599,computer,home_page,N/A,17770086,3061901,3061900
66.249.1.149,1661891660599,computer,product_catalog,N/A,17770086,3061902,3061901
66.249.1.149,1661891660599,computer,home_page,N/A,17770086,3061903,3061902
66.249.1.149,1661891660599,computer,product_catalog,N/A,17770086,3061904,3061903
66.249.1.149,1661891660599,computer,product_detail,cell phones,17770086,3061905,3061904
66.249.1.149,1661891660599,computer,product_catalog,N/A,17770086,3061906,3061905
66.249.1.149,1661891660599,computer,product_detail,video games,17770086,3061907,3061906
66.249.1.149,1661891660599,computer,add_to_cart,video games,17770086,3061908,3061907
66.249.1.149,1661891660599,computer,remove_from_cart,video games,17770086,3061909,3061908
66.249.1.149,1661891660599,computer,,,17770086,3061910,3061909
66.249.1.162,1661891660634,mobile,home_page,N/A,17771607,3061911,3061321
66.249.1.162,1661891660634,mobile,product_catalog,N/A,17771607,3061912,3061911
66.249.1.162,1661891660634,mobile,home_page,N/A,17771607,3061913,3061912
66.249.1.162,1661891660634,mobile,product_catalog,N/A,17771607,3061914,3061913
66.249.1.162,1661891660634,mobile,product_detail,ear phones,17771607,3061915,3061914
66.249.1.162,1661891660634,mobile,product_catalog,N/A,17771607,3061916,3061915
66.249.1.162,1661891660634,mobile,home_page,N/A,17771607,3061917,3061916
66.249.1.162,1661891660634,mobile,product_catalog,N/A,17771607,3061918,3061917
66.249.1.162,1661891660634,mobile,home_page,N/A,17771607,3061919,3061918
66.249.1.162,1661891660634,mobile,product_catalog,N/A,17771607,3061920,3061919
66.249.1.162,1661891660634,mobile,product_detail,soundbars,17771607,3061921,3061920
66.249.1.162,1661891660634,mobile,add_to_cart,soundbars,17771607,3061922,3061921
66.249.1.162,1661891660634,mobile,remove_from_cart,soundbars,17771607,3061923,3061922
66.249.1.162,1661891660634,mobile,,,17771607,3061924,3061923
66.249.1.99,1661891660650,mobile,home_page,N/A,17772653,3061925,3061525
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061926,3061925
66.249.1.99,1661891660650,mobile,product_detail,laptops,17772653,3061927,3061926
66.249.1.99,1661891660650,mobile,add_to_cart,laptops,17772653,3061928,3061927
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061929,3061928
66.249.1.99,1661891660650,mobile,home_page,N/A,17772653,3061930,3061929
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061931,3061930
66.249.1.99,1661891660650,mobile,home_page,N/A,17772653,3061932,3061931
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061933,3061932
66.249.1.99,1661891660650,mobile,home_page,N/A,17772653,3061934,3061933
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061935,3061934
66.249.1.99,1661891660650,mobile,product_detail,ear phones,17772653,3061936,3061935
66.249.1.99,1661891660650,mobile,add_to_cart,ear phones,17772653,3061937,3061936
66.249.1.99,1661891660650,mobile,remove_from_cart,ear phones,17772653,3061938,3061937
66.249.1.99,1661891660650,mobile,product_detail,cameras,17772653,3061939,3061938
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061940,3061939
66.249.1.99,1661891660650,mobile,home_page,N/A,17772653,3061941,3061940
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061942,3061941
66.249.1.99,1661891660650,mobile,home_page,N/A,17772653,3061943,3061942
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061944,3061943
66.249.1.99,1661891660650,mobile,home_page,N/A,17772653,3061945,3061944
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061946,3061945
66.249.1.99,1661891660650,mobile,product_detail,cell phones,17772653,3061947,3061946
66.249.1.99,1661891660650,mobile,add_to_cart,cell phones,17772653,3061948,3061947
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061949,3061948
66.249.1.99,1661891660650,mobile,home_page,N/A,17772653,3061950,3061949
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061951,3061950
66.249.1.99,1661891660650,mobile,home_page,N/A,17772653,3061952,3061951
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061953,3061952
66.249.1.99,1661891660650,mobile,product_detail,soundbars,17772653,3061954,3061953
66.249.1.99,1661891660650,mobile,add_to_cart,soundbars,17772653,3061955,3061954
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061956,3061955
66.249.1.99,1661891660650,mobile,product_detail,cameras,17772653,3061957,3061956
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061958,3061957
66.249.1.99,1661891660650,mobile,product_detail,ear phones,17772653,3061959,3061958
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061960,3061959
66.249.1.99,1661891660650,mobile,home_page,N/A,17772653,3061961,3061960
66.249.1.99,1661891660650,mobile,product_catalog,N/A,17772653,3061962,3061961
66.249.1.99,1661891660650,mobile,product_detail,AirPods,17772653,3061963,3061962
66.249.1.99,1661891660651,mobile,product_catalog,N/A,17772653,3061964,3061963
66.249.1.99,1661891660651,mobile,home_page,N/A,17772653,3061965,3061964
66.249.1.99,1661891660651,mobile,product_catalog,N/A,17772653,3061966,3061965
66.249.1.99,1661891660651,mobile,product_detail,ear phones,17772653,3061967,3061966
66.249.1.99,1661891660651,mobile,add_to_cart,ear phones,17772653,3061968,3061967
66.249.1.99,1661891660651,mobile,remove_from_cart,ear phones,17772653,3061969,3061968
66.249.1.99,1661891660651,mobile,,,17772653,3061970,3061969
66.249.1.102,1661891660675,tablet,home_page,N/A,17773984,3061971,3061882
66.249.1.102,1661891660675,tablet,product_catalog,N/A,17773984,3061972,3061971
66.249.1.102,1661891660675,tablet,product_detail,cameras,17773984,3061973,3061972
66.249.1.102,1661891660675,tablet,add_to_cart,cameras,17773984,3061974,3061973
66.249.1.102,1661891660675,tablet,order,cameras,17773984,3061975,3061974
66.249.1.102,1661891660675,tablet,product_catalog,N/A,17773984,3061976,3061975
66.249.1.102,1661891660675,tablet,home_page,N/A,17773984,3061977,3061976
66.249.1.102,1661891660675,tablet,product_catalog,N/A,17773984,3061978,3061977
66.249.1.102,1661891660675,tablet,home_page,N/A,17773984,3061979,3061978
66.249.1.102,1661891660675,tablet,product_catalog,N/A,17773984,3061980,3061979
66.249.1.102,1661891660675,tablet,product_detail,cameras,17773984,3061981,3061980
66.249.1.102,1661891660675,tablet,add_to_cart,cameras,17773984,3061982,3061981
66.249.1.102,1661891660675,tablet,product_catalog,N/A,17773984,3061983,3061982
66.249.1.102,1661891660675,tablet,product_detail,soundbars,17773984,3061984,3061983
66.249.1.102,1661891660675,tablet,product_catalog,N/A,17773984,3061985,3061984
66.249.1.102,1661891660675,tablet,home_page,N/A,17773984,3061986,3061985
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3061987,3061986
66.249.1.102,1661891660676,tablet,home_page,N/A,17773984,3061988,3061987
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3061989,3061988
66.249.1.102,1661891660676,tablet,home_page,N/A,17773984,3061990,3061989
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3061991,3061990
66.249.1.102,1661891660676,tablet,product_detail,cameras,17773984,3061992,3061991
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3061993,3061992
66.249.1.102,1661891660676,tablet,product_detail,cameras,17773984,3061994,3061993
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3061995,3061994
66.249.1.102,1661891660676,tablet,product_detail,video games,17773984,3061996,3061995
66.249.1.102,1661891660676,tablet,add_to_cart,video games,17773984,3061997,3061996
66.249.1.102,1661891660676,tablet,order,video games,17773984,3061998,3061997
66.249.1.102,1661891660676,tablet,remove_from_cart,video games,17773984,3061999,3061998
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3062000,3061999
66.249.1.102,1661891660676,tablet,home_page,N/A,17773984,3062001,3062000
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3062002,3062001
66.249.1.102,1661891660676,tablet,product_detail,ear phones,17773984,3062003,3062002
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3062004,3062003
66.249.1.102,1661891660676,tablet,product_detail,AirPods,17773984,3062005,3062004
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3062006,3062005
66.249.1.102,1661891660676,tablet,product_detail,soundbars,17773984,3062007,3062006
66.249.1.102,1661891660676,tablet,add_to_cart,soundbars,17773984,3062008,3062007
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3062009,3062008
66.249.1.102,1661891660676,tablet,product_detail,cameras,17773984,3062010,3062009
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3062011,3062010
66.249.1.102,1661891660676,tablet,product_detail,cell phones,17773984,3062012,3062011
66.249.1.102,1661891660676,tablet,add_to_cart,cell phones,17773984,3062013,3062012
66.249.1.102,1661891660676,tablet,product_catalog,N/A,17773984,3062014,3062013
66.249.1.102,1661891660676,tablet,product_detail,video games,17773984,3062015,3062014
66.249.1.102,1661891660676,tablet,add_to_cart,video games,17773984,3062016,3062015
66.249.1.102,1661891660676,tablet,remove_from_cart,video games,17773984,3062017,3062016
66.249.1.102,1661891660676,tablet,,,17773984,3062018,3062017
66.249.1.75,1661891660683,computer,home_page,N/A,17774521,3062019,3061693
66.249.1.75,1661891660683,computer,product_catalog,N/A,17774521,3062020,3062019
66.249.1.75,1661891660683,computer,product_detail,laptops,17774521,3062021,3062020
66.249.1.75,1661891660683,computer,add_to_cart,laptops,17774521,3062022,3062021
66.249.1.75,1661891660683,computer,order,laptops,17774521,3062023,3062022
66.249.1.75,1661891660683,computer,remove_from_cart,laptops,17774521,3062024,3062023
66.249.1.75,1661891660683,computer,product_catalog,N/A,17774521,3062025,3062024
66.249.1.75,1661891660683,computer,product_detail,ear phones,17774521,3062026,3062025
66.249.1.75,1661891660684,computer,add_to_cart,ear phones,17774521,3062027,3062026
66.249.1.75,1661891660684,computer,remove_from_cart,ear phones,17774521,3062028,3062027
66.249.1.75,1661891660684,computer,,,17774521,3062029,3062028
66.249.1.246,1661891660707,computer,home_page,N/A,17775778,3062030,3061683
66.249.1.246,1661891660707,computer,product_catalog,N/A,17775778,3062031,3062030
66.249.1.246,1661891660707,computer,product_detail,cell phones,17775778,3062032,3062031
66.249.1.246,1661891660707,computer,add_to_cart,cell phones,17775778,3062033,3062032
66.249.1.246,1661891660708,computer,order,cell phones,17775778,3062034,3062033
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062035,3062034
66.249.1.246,1661891660708,computer,home_page,N/A,17775778,3062036,3062035
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062037,3062036
66.249.1.246,1661891660708,computer,home_page,N/A,17775778,3062038,3062037
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062039,3062038
66.249.1.246,1661891660708,computer,home_page,N/A,17775778,3062040,3062039
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062041,3062040
66.249.1.246,1661891660708,computer,product_detail,AirPods,17775778,3062042,3062041
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062043,3062042
66.249.1.246,1661891660708,computer,product_detail,ear phones,17775778,3062044,3062043
66.249.1.246,1661891660708,computer,add_to_cart,ear phones,17775778,3062045,3062044
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062046,3062045
66.249.1.246,1661891660708,computer,product_detail,AirPods,17775778,3062047,3062046
66.249.1.246,1661891660708,computer,add_to_cart,AirPods,17775778,3062048,3062047
66.249.1.246,1661891660708,computer,remove_from_cart,AirPods,17775778,3062049,3062048
66.249.1.246,1661891660708,computer,product_detail,cd players,17775778,3062050,3062049
66.249.1.246,1661891660708,computer,add_to_cart,cd players,17775778,3062051,3062050
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062052,3062051
66.249.1.246,1661891660708,computer,product_detail,ear phones,17775778,3062053,3062052
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062054,3062053
66.249.1.246,1661891660708,computer,product_detail,ear phones,17775778,3062055,3062054
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062056,3062055
66.249.1.246,1661891660708,computer,home_page,N/A,17775778,3062057,3062056
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062058,3062057
66.249.1.246,1661891660708,computer,product_detail,soundbars,17775778,3062059,3062058
66.249.1.246,1661891660708,computer,add_to_cart,soundbars,17775778,3062060,3062059
66.249.1.246,1661891660708,computer,remove_from_cart,soundbars,17775778,3062061,3062060
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062062,3062061
66.249.1.246,1661891660708,computer,home_page,N/A,17775778,3062063,3062062
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062064,3062063
66.249.1.246,1661891660708,computer,product_detail,AirPods,17775778,3062065,3062064
66.249.1.246,1661891660708,computer,add_to_cart,AirPods,17775778,3062066,3062065
66.249.1.246,1661891660708,computer,order,AirPods,17775778,3062067,3062066
66.249.1.246,1661891660708,computer,product_catalog,N/A,17775778,3062068,3062067
66.249.1.246,1661891660708,computer,product_detail,cameras,17775778,3062069,3062068
66.249.1.246,1661891660708,computer,add_to_cart,cameras,17775778,3062070,3062069
66.249.1.246,1661891660708,computer,remove_from_cart,cameras,17775778,3062071,3062070
66.249.1.246,1661891660708,computer,,,17775778,3062072,3062071
66.249.1.171,1661891660724,computer,home_page,N/A,17776307,3062073,3061924
66.249.1.171,1661891660724,computer,product_catalog,N/A,17776307,3062074,3062073
66.249.1.171,1661891660724,computer,home_page,N/A,17776307,3062075,3062074
66.249.1.171,1661891660724,computer,product_catalog,N/A,17776307,3062076,3062075
66.249.1.171,1661891660724,computer,home_page,N/A,17776307,3062077,3062076
66.249.1.171,1661891660724,computer,product_catalog,N/A,17776307,3062078,3062077
66.249.1.171,1661891660724,computer,home_page,N/A,17776307,3062079,3062078
66.249.1.171,1661891660724,computer,product_catalog,N/A,17776307,3062080,3062079
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062081,3062080
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062082,3062081
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062083,3062082
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062084,3062083
66.249.1.171,1661891660725,computer,product_detail,laptops,17776307,3062085,3062084
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062086,3062085
66.249.1.171,1661891660725,computer,product_detail,cd players,17776307,3062087,3062086
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062088,3062087
66.249.1.171,1661891660725,computer,product_detail,soundbars,17776307,3062089,3062088
66.249.1.171,1661891660725,computer,add_to_cart,soundbars,17776307,3062090,3062089
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062091,3062090
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062092,3062091
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062093,3062092
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062094,3062093
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062095,3062094
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062096,3062095
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062097,3062096
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062098,3062097
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062099,3062098
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062100,3062099
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062101,3062100
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062102,3062101
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062103,3062102
66.249.1.171,1661891660725,computer,product_detail,AirPods,17776307,3062104,3062103
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062105,3062104
66.249.1.171,1661891660725,computer,product_detail,ear phones,17776307,3062106,3062105
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062107,3062106
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062108,3062107
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062109,3062108
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062110,3062109
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062111,3062110
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062112,3062111
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062113,3062112
66.249.1.171,1661891660725,computer,product_detail,cd players,17776307,3062114,3062113
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062115,3062114
66.249.1.171,1661891660725,computer,product_detail,cd players,17776307,3062116,3062115
66.249.1.171,1661891660725,computer,add_to_cart,cd players,17776307,3062117,3062116
66.249.1.171,1661891660725,computer,order,cd players,17776307,3062118,3062117
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062119,3062118
66.249.1.171,1661891660725,computer,product_detail,video games,17776307,3062120,3062119
66.249.1.171,1661891660725,computer,add_to_cart,video games,17776307,3062121,3062120
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062122,3062121
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062123,3062122
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062124,3062123
66.249.1.171,1661891660725,computer,product_detail,video games,17776307,3062125,3062124
66.249.1.171,1661891660725,computer,add_to_cart,video games,17776307,3062126,3062125
66.249.1.171,1661891660725,computer,remove_from_cart,video games,17776307,3062127,3062126
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062128,3062127
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062129,3062128
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062130,3062129
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062131,3062130
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062132,3062131
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062133,3062132
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062134,3062133
66.249.1.171,1661891660725,computer,home_page,N/A,17776307,3062135,3062134
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062136,3062135
66.249.1.171,1661891660725,computer,product_detail,laptops,17776307,3062137,3062136
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062138,3062137
66.249.1.171,1661891660725,computer,product_detail,laptops,17776307,3062139,3062138
66.249.1.171,1661891660725,computer,product_catalog,N/A,17776307,3062140,3062139
66.249.1.171,1661891660725,computer,product_detail,cameras,17776307,3062141,3062140
66.249.1.171,1661891660725,computer,add_to_cart,cameras,17776307,3062142,3062141
66.249.1.171,1661891660726,computer,remove_from_cart,cameras,17776307,3062143,3062142
66.249.1.171,1661891660726,computer,,,17776307,3062144,3062143
66.249.1.235,1661891660778,mobile,home_page,N/A,17777080,3062145,3061568
66.249.1.235,1661891660778,mobile,product_catalog,N/A,17777080,3062146,3062145
66.249.1.235,1661891660778,mobile,product_detail,video games,17777080,3062147,3062146
66.249.1.235,1661891660778,mobile,product_catalog,N/A,17777080,3062148,3062147
66.249.1.235,1661891660778,mobile,product_detail,video games,17777080,3062149,3062148
66.249.1.235,1661891660778,mobile,add_to_cart,video games,17777080,3062150,3062149
66.249.1.235,1661891660778,mobile,product_catalog,N/A,17777080,3062151,3062150
66.249.1.235,1661891660778,mobile,product_detail,soundbars,17777080,3062152,3062151
66.249.1.235,1661891660778,mobile,add_to_cart,soundbars,17777080,3062153,3062152
66.249.1.235,1661891660778,mobile,remove_from_cart,soundbars,17777080,3062154,3062153
66.249.1.235,1661891660778,mobile,,,17777080,3062155,3062154
66.249.1.176,1661891660790,tablet,home_page,N/A,17778928,3062156,3061910
66.249.1.176,1661891660790,tablet,product_catalog,N/A,17778928,3062157,3062156
66.249.1.176,1661891660790,tablet,product_detail,ear phones,17778928,3062158,3062157
66.249.1.176,1661891660790,tablet,product_catalog,N/A,17778928,3062159,3062158
66.249.1.176,1661891660790,tablet,home_page,N/A,17778928,3062160,3062159
66.249.1.176,1661891660790,tablet,product_catalog,N/A,17778928,3062161,3062160
66.249.1.176,1661891660790,tablet,home_page,N/A,17778928,3062162,3062161
66.249.1.176,1661891660790,tablet,product_catalog,N/A,17778928,3062163,3062162
66.249.1.176,1661891660790,tablet,product_detail,soundbars,17778928,3062164,3062163
66.249.1.176,1661891660790,tablet,product_catalog,N/A,17778928,3062165,3062164
66.249.1.176,1661891660790,tablet,home_page,N/A,17778928,3062166,3062165
66.249.1.176,1661891660790,tablet,product_catalog,N/A,17778928,3062167,3062166
66.249.1.176,1661891660790,tablet,home_page,N/A,17778928,3062168,3062167
66.249.1.176,1661891660790,tablet,product_catalog,N/A,17778928,3062169,3062168
66.249.1.176,1661891660790,tablet,home_page,N/A,17778928,3062170,3062169
66.249.1.176,1661891660790,tablet,product_catalog,N/A,17778928,3062171,3062170
66.249.1.176,1661891660790,tablet,product_detail,cd players,17778928,3062172,3062171
66.249.1.176,1661891660790,tablet,add_to_cart,cd players,17778928,3062173,3062172
66.249.1.176,1661891660790,tablet,remove_from_cart,cd players,17778928,3062174,3062173
66.249.1.176,1661891660790,tablet,,,17778928,3062175,3062174
66.249.1.76,1661891660896,computer,home_page,N/A,17779671,3062176,3062072
66.249.1.76,1661891660896,computer,product_catalog,N/A,17779671,3062177,3062176
66.249.1.76,1661891660896,computer,home_page,N/A,17779671,3062178,3062177
66.249.1.76,1661891660896,computer,product_catalog,N/A,17779671,3062179,3062178
66.249.1.76,1661891660896,computer,product_detail,laptops,17779671,3062180,3062179
66.249.1.76,1661891660896,computer,add_to_cart,laptops,17779671,3062181,3062180
66.249.1.76,1661891660897,computer,remove_from_cart,laptops,17779671,3062182,3062181
66.249.1.76,1661891660897,computer,product_detail,cd players,17779671,3062183,3062182
66.249.1.76,1661891660897,computer,add_to_cart,cd players,17779671,3062184,3062183
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062185,3062184
66.249.1.76,1661891660897,computer,home_page,N/A,17779671,3062186,3062185
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062187,3062186
66.249.1.76,1661891660897,computer,home_page,N/A,17779671,3062188,3062187
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062189,3062188
66.249.1.76,1661891660897,computer,product_detail,AirPods,17779671,3062190,3062189
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062191,3062190
66.249.1.76,1661891660897,computer,product_detail,laptops,17779671,3062192,3062191
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062193,3062192
66.249.1.76,1661891660897,computer,product_detail,cell phones,17779671,3062194,3062193
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062195,3062194
66.249.1.76,1661891660897,computer,home_page,N/A,17779671,3062196,3062195
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062197,3062196
66.249.1.76,1661891660897,computer,product_detail,ear phones,17779671,3062198,3062197
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062199,3062198
66.249.1.76,1661891660897,computer,product_detail,cd players,17779671,3062200,3062199
66.249.1.76,1661891660897,computer,add_to_cart,cd players,17779671,3062201,3062200
66.249.1.76,1661891660897,computer,order,cd players,17779671,3062202,3062201
66.249.1.76,1661891660897,computer,remove_from_cart,cd players,17779671,3062203,3062202
66.249.1.76,1661891660897,computer,product_detail,ear phones,17779671,3062204,3062203
66.249.1.76,1661891660897,computer,add_to_cart,ear phones,17779671,3062205,3062204
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062206,3062205
66.249.1.76,1661891660897,computer,product_detail,ear phones,17779671,3062207,3062206
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062208,3062207
66.249.1.76,1661891660897,computer,home_page,N/A,17779671,3062209,3062208
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062210,3062209
66.249.1.76,1661891660897,computer,product_detail,soundbars,17779671,3062211,3062210
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062212,3062211
66.249.1.76,1661891660897,computer,product_detail,ear phones,17779671,3062213,3062212
66.249.1.76,1661891660897,computer,add_to_cart,ear phones,17779671,3062214,3062213
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062215,3062214
66.249.1.76,1661891660897,computer,product_detail,cameras,17779671,3062216,3062215
66.249.1.76,1661891660897,computer,add_to_cart,cameras,17779671,3062217,3062216
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062218,3062217
66.249.1.76,1661891660897,computer,home_page,N/A,17779671,3062219,3062218
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062220,3062219
66.249.1.76,1661891660897,computer,product_detail,soundbars,17779671,3062221,3062220
66.249.1.76,1661891660897,computer,add_to_cart,soundbars,17779671,3062222,3062221
66.249.1.76,1661891660897,computer,order,soundbars,17779671,3062223,3062222
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062224,3062223
66.249.1.76,1661891660897,computer,home_page,N/A,17779671,3062225,3062224
66.249.1.76,1661891660897,computer,product_catalog,N/A,17779671,3062226,3062225
66.249.1.76,1661891660897,computer,product_detail,cameras,17779671,3062227,3062226
66.249.1.76,1661891660897,computer,add_to_cart,cameras,17779671,3062228,3062227
66.249.1.76,1661891660897,computer,remove_from_cart,cameras,17779671,3062229,3062228
66.249.1.76,1661891660897,computer,,,17779671,3062230,3062229
66.249.1.154,1661891660910,mobile,home_page,N/A,17780539,3062231,3061970
66.249.1.154,1661891660910,mobile,product_catalog,N/A,17780539,3062232,3062231
66.249.1.154,1661891660910,mobile,home_page,N/A,17780539,3062233,3062232
66.249.1.154,1661891660910,mobile,product_catalog,N/A,17780539,3062234,3062233
66.249.1.154,1661891660910,mobile,home_page,N/A,17780539,3062235,3062234
66.249.1.154,1661891660910,mobile,product_catalog,N/A,17780539,3062236,3062235
66.249.1.154,1661891660910,mobile,home_page,N/A,17780539,3062237,3062236
